1,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
974,MEM,8,11/8/2016,Home,DEN,W,108,107,44,86,0.512,7,24,0.292,13,19,0.684,8,32,29,14,5,14,30,35,70,0.5,10,24,0.417,27,34,0.794,6,39,24,6,4,22,23
1074,MEM,9,11/12/2016,Away,MIL,L,96,106,35,78,0.449,6,30,0.2,20,21,0.952,3,32,20,8,4,13,26,36,68,0.529,7,18,0.389,27,36,0.75,5,35,20,9,5,12,20
11113,MEM,10,11/14/2016,Away,UTA,W,102,96,36,76,0.474,8,21,0.381,22,26,0.846,14,44,13,4,2,16,26,35,73,0.479,8,28,0.286,18,22,0.818,6,29,17,8,1,8,27
1280,MEM,11,11/16/2016,Away,LAC,W,111,107,40,82,0.488,15,26,0.577,16,19,0.842,9,43,24,6,2,15,22,37,81,0.457,9,25,0.36,24,34,0.706,8,35,15,13,7,8,19
1374,MEM,12,11/18/2016,Away,DAL,W,80,64,31,77,0.403,9,25,0.36,9,12,0.75,7,48,16,7,3,12,25,21,73,0.288,5,25,0.2,17,22,0.773,10,45,9,3,7,17,14
1474,MEM,13,11/19/2016,Home,MIN,W,93,71,29,76,0.382,2,18,0.111,33,38,0.868,13,46,15,8,7,9,19,25,64,0.391,7,22,0.318,14,22,0.636,5,34,16,5,5,16,25
1574,MEM,14,11/21/2016,Away,CHO,W,105,90,40,84,0.476,12,26,0.462,13,17,0.765,6,40,24,7,8,10,24,30,73,0.411,9,31,0.29,21,33,0.636,8,39,20,6,9,10,13
1674,MEM,15,11/23/2016,Away,PHI,W,104,99,38,99,0.384,10,29,0.345,18,24,0.75,9,46,24,13,9,15,28,35,93,0.376,12,36,0.333,17,23,0.739,8,56,24,9,10,26,32
1774,MEM,16,11/25/2016,Home,MIA,L,81,90,29,82,0.354,4,19,0.211,19,23,0.826,16,51,14,3,14,17,16,33,85,0.388,12,31,0.387,12,18,0.667,10,44,17,8,8,8,21
1874,MEM,17,11/26/2016,Away,MIA,W,110,107,37,73,0.507,9,25,0.36,27,33,0.818,2,34,23,5,5,6,19,40,81,0.494,11,31,0.355,16,24,0.667,8,39,18,3,6,9,21
1974,MEM,18,11/28/2016,Home,CHO,L,85,104,36,89,0.404,7,29,0.241,6,13,0.462,8,42,21,10,4,12,25,36,82,0.439,9,26,0.346,23,31,0.742,9,47,24,3,4,13,14
2074,MEM,19,11/30/2016,Away,TOR,L,105,120,36,82,0.439,11,27,0.407,22,26,0.846,12,30,16,13,1,14,25,38,69,0.551,16,32,0.5,28,33,0.848,10,43,23,7,4,18,25
21113,MEM,20,12/1/2016,Home,ORL,W,95,94,33,79,0.418,7,18,0.389,22,28,0.786,8,39,18,9,9,10,25,33,74,0.446,6,24,0.25,22,31,0.71,7,42,15,5,9,17,19
2280,MEM,21,12/3/2016,Home,LAL,W,103,100,41,88,0.466,10,30,0.333,11,15,0.733,14,43,32,13,7,11,19,35,81,0.432,7,21,0.333,23,29,0.793,14,44,16,7,4,18,18
2374,MEM,22,12/5/2016,Away,NOP,W,110,108,42,104,0.404,13,34,0.382,13,21,0.619,13,61,23,8,4,14,22,39,99,0.394,10,32,0.313,20,21,0.952,6,54,21,7,7,11,15
2474,MEM,23,12/6/2016,Home,PHI,W,96,91,33,86,0.384,2,17,0.118,28,35,0.8,12,53,18,8,5,13,25,32,82,0.39,14,41,0.341,13,26,0.5,9,45,21,5,7,16,27
2574,MEM,24,12/8/2016,Home,POR,W,88,86,31,87,0.356,6,20,0.3,20,30,0.667,15,58,13,8,2,12,28,25,82,0.305,7,28,0.25,29,40,0.725,13,52,13,6,3,12,23
2674,MEM,25,12/10/2016,Home,GSW,W,110,89,38,87,0.437,8,26,0.308,26,29,0.897,11,47,23,10,5,10,19,34,77,0.442,9,27,0.333,12,20,0.6,10,42,15,6,8,23,23
2774,MEM,26,12/13/2016,Away,CLE,L,86,103,35,86,0.407,4,22,0.182,12,15,0.8,11,43,19,10,6,15,23,37,81,0.457,12,31,0.387,17,23,0.739,10,46,21,8,4,17,16
2874,MEM,27,12/14/2016,Home,CLE,W,93,85,35,81,0.432,12,23,0.522,11,16,0.688,14,55,22,9,3,16,27,28,75,0.373,9,25,0.36,20,31,0.645,7,39,10,10,2,11,16
2974,MEM,28,12/16/2016,Home,SAC,L,92,96,29,77,0.377,5,25,0.2,29,36,0.806,13,47,19,7,8,13,31,31,80,0.388,7,24,0.292,27,37,0.73,13,45,18,5,6,11,25
3074,MEM,29,12/18/2016,Home,UTA,L,73,82,28,93,0.301,2,23,0.087,15,18,0.833,19,48,12,8,1,8,28,30,66,0.455,8,27,0.296,14,25,0.56,5,42,18,4,11,15,20
31113,MEM,30,12/20/2016,Home,BOS,L,109,112,38,94,0.404,12,30,0.4,21,26,0.808,17,52,23,10,3,13,30,33,81,0.407,12,37,0.324,34,38,0.895,8,41,22,7,5,11,22
3280,MEM,31,12/21/2016,Away,DET,W,98,86,35,82,0.427,12,30,0.4,16,19,0.842,7,38,25,9,4,8,26,26,72,0.361,6,23,0.261,28,37,0.757,10,46,17,2,3,17,18
3374,MEM,32,12/23/2016,Home,HOU,W,115,109,41,81,0.506,13,25,0.52,20,25,0.8,9,38,23,8,3,10,16,38,89,0.427,20,52,0.385,13,15,0.867,10,40,27,5,3,13,22
3474,MEM,33,12/26/2016,Away,ORL,L,102,112,35,76,0.461,10,25,0.4,22,28,0.786,3,35,17,7,4,6,19,44,86,0.512,13,26,0.5,11,16,0.688,8,43,23,5,3,9,21
3574,MEM,34,12/27/2016,Away,BOS,L,103,113,37,88,0.42,9,30,0.3,20,29,0.69,13,37,22,14,5,11,18,41,85,0.482,12,31,0.387,19,21,0.905,14,47,30,6,7,17,24
3674,MEM,35,12/29/2016,Home,OKC,W,114,80,43,82,0.524,13,22,0.591,15,20,0.75,11,39,24,8,9,12,27,25,74,0.338,4,22,0.182,26,38,0.684,14,39,9,5,7,18,18
3774,MEM,36,12/31/2016,Away,SAC,W,112,98,44,87,0.506,17,35,0.486,7,9,0.778,12,40,25,6,3,7,20,31,72,0.431,11,28,0.393,25,28,0.893,11,39,17,6,3,12,12
3874,MEM,37,1/3/2017,Away,LAL,L,102,116,30,77,0.39,10,31,0.323,32,35,0.914,5,39,18,6,1,10,16,42,82,0.512,17,33,0.515,15,28,0.536,9,43,34,5,2,9,23
3974,MEM,38,1/4/2017,Away,LAC,L,106,115,38,88,0.432,11,28,0.393,19,25,0.76,12,43,30,6,5,9,31,37,73,0.507,9,23,0.391,32,45,0.711,8,45,23,5,5,13,23
4074,MEM,39,1/6/2017,Away,GSW,W,128,119,50,103,0.485,13,33,0.394,15,19,0.789,14,47,29,13,0,12,28,41,83,0.494,8,30,0.267,29,39,0.744,7,44,23,7,5,16,21
41113,MEM,40,1/8/2017,Home,UTA,W,88,79,34,78,0.436,9,24,0.375,11,14,0.786,5,37,19,11,2,13,23,28,72,0.389,9,23,0.391,14,23,0.609,11,43,14,8,3,17,19
4280,MEM,41,1/11/2017,Away,OKC,L,95,103,38,92,0.413,7,24,0.292,12,21,0.571,13,39,18,11,5,10,26,36,81,0.444,8,26,0.308,23,29,0.793,11,53,21,5,4,16,18
4374,MEM,42,1/13/2017,Away,HOU,W,110,105,41,76,0.539,10,27,0.37,18,27,0.667,8,45,25,8,3,22,29,33,82,0.402,10,41,0.244,29,36,0.806,10,31,19,9,2,12,20
4474,MEM,43,1/15/2017,Home,CHI,L,104,108,40,95,0.421,11,32,0.344,13,13,1,13,50,24,6,3,10,22,40,78,0.513,4,17,0.235,24,35,0.686,6,47,18,8,5,12,14
4574,MEM,44,1/18/2017,Away,WAS,L,101,104,33,83,0.398,8,25,0.32,27,34,0.794,17,45,20,8,1,12,20,36,80,0.45,8,29,0.276,24,26,0.923,12,45,27,7,3,11,25
4674,MEM,45,1/20/2017,Home,SAC,W,107,91,38,83,0.458,11,28,0.393,20,25,0.8,15,58,21,6,4,15,24,31,76,0.408,6,29,0.207,23,32,0.719,5,35,18,9,6,10,21
4774,MEM,46,1/21/2017,Home,HOU,L,95,119,33,89,0.371,9,34,0.265,20,28,0.714,14,41,19,10,4,12,17,41,80,0.513,16,42,0.381,21,25,0.84,6,46,27,11,6,12,25
4874,MEM,47,1/25/2017,Home,TOR,W,101,99,36,78,0.462,10,22,0.455,19,25,0.76,9,45,18,3,7,9,17,39,92,0.424,10,34,0.294,11,19,0.579,13,45,16,6,4,8,22
4974,MEM,48,1/27/2017,Away,POR,L,109,112,37,77,0.481,9,26,0.346,26,33,0.788,10,42,24,6,5,11,19,38,81,0.469,16,35,0.457,20,21,0.952,8,33,24,2,3,12,26
5074,MEM,49,1/28/2017,Away,UTA,W,102,95,41,80,0.513,11,26,0.423,9,10,0.9,7,31,13,8,1,7,23,29,62,0.468,10,25,0.4,27,29,0.931,4,31,19,3,4,13,18
51113,MEM,50,1/30/2017,Away,PHO,W,115,96,39,80,0.488,16,28,0.571,21,24,0.875,10,44,25,13,2,17,27,31,74,0.419,5,19,0.263,29,39,0.744,13,42,11,8,8,17,19
5280,MEM,51,2/1/2017,Away,DEN,W,119,99,45,92,0.489,14,30,0.467,15,20,0.75,11,46,28,6,4,8,24,32,80,0.4,9,25,0.36,26,35,0.743,11,45,25,7,2,17,17
5374,MEM,52,2/3/2017,Away,OKC,L,102,114,40,83,0.482,3,19,0.158,19,22,0.864,8,29,21,10,5,12,28,38,80,0.475,13,26,0.5,25,33,0.758,16,47,21,7,3,20,21
5474,MEM,53,2/4/2017,Away,MIN,W,107,99,32,77,0.416,10,28,0.357,33,39,0.846,13,42,17,7,3,9,25,35,84,0.417,10,26,0.385,19,24,0.792,16,45,22,4,3,12,27
5574,MEM,54,2/6/2017,Home,SAS,W,89,74,32,81,0.395,4,19,0.211,21,25,0.84,15,50,18,8,11,13,17,30,82,0.366,4,19,0.211,10,18,0.556,11,44,11,8,6,16,20
5674,MEM,55,2/8/2017,Home,PHO,W,110,91,35,72,0.486,14,24,0.583,26,34,0.765,11,41,24,6,8,22,25,29,87,0.333,5,23,0.217,28,34,0.824,18,46,13,12,5,15,27
5774,MEM,56,2/10/2017,Home,GSW,L,107,122,34,87,0.391,9,26,0.346,30,37,0.811,18,47,20,6,4,18,28,39,77,0.506,15,33,0.455,29,38,0.763,5,34,31,14,13,12,26
5874,MEM,57,2/13/2017,Away,BRK,W,112,103,39,77,0.506,9,22,0.409,25,27,0.926,5,41,25,7,1,12,16,38,82,0.463,12,37,0.324,15,18,0.833,6,32,23,8,0,12,24
5974,MEM,58,2/15/2017,Home,NOP,L,91,95,33,89,0.371,6,33,0.182,19,25,0.76,13,48,22,8,3,15,19,37,75,0.493,8,18,0.444,13,22,0.591,4,38,18,10,5,12,23
6074,MEM,59,2/24/2017,Away,IND,L,92,102,35,84,0.417,9,27,0.333,13,23,0.565,12,39,20,11,5,11,15,40,78,0.513,11,26,0.423,11,11,1,8,50,23,8,7,16,19
61113,MEM,60,2/26/2017,Away,DEN,W,105,98,36,80,0.45,11,33,0.333,22,25,0.88,13,49,21,9,2,15,20,37,84,0.44,11,34,0.324,13,17,0.765,10,39,26,9,3,12,23
6280,MEM,61,2/28/2017,Home,PHO,W,130,112,48,86,0.558,12,25,0.48,22,29,0.759,12,39,24,6,3,10,19,43,83,0.518,7,21,0.333,19,24,0.792,8,32,22,6,5,12,25
6374,MEM,62,3/3/2017,Away,DAL,L,100,104,38,82,0.463,9,28,0.321,15,22,0.682,7,39,16,4,0,10,23,39,82,0.476,5,27,0.185,21,27,0.778,8,45,23,5,3,8,20
6474,MEM,63,3/4/2017,Away,HOU,L,108,123,43,97,0.443,8,28,0.286,14,21,0.667,17,46,26,8,6,13,24,39,78,0.5,18,42,0.429,27,36,0.75,10,43,25,10,4,14,20
6574,MEM,64,3/6/2017,Home,BRK,L,109,122,34,77,0.442,10,25,0.4,31,39,0.795,8,37,23,7,2,15,29,39,73,0.534,14,30,0.467,30,38,0.789,7,41,16,12,5,16,27
6674,MEM,65,3/9/2017,Home,LAC,L,98,114,37,83,0.446,7,20,0.35,17,22,0.773,6,34,26,6,2,9,22,40,78,0.513,11,30,0.367,23,28,0.821,7,47,24,2,4,14,18
6774,MEM,66,3/11/2017,Home,ATL,L,90,107,34,90,0.378,5,29,0.172,17,23,0.739,13,41,22,11,3,13,21,36,72,0.5,15,30,0.5,20,26,0.769,6,46,22,9,6,18,23
6874,MEM,67,3/13/2017,Home,MIL,W,113,93,41,79,0.519,14,27,0.519,17,23,0.739,11,37,30,11,0,12,20,31,67,0.463,14,26,0.538,17,20,0.85,8,32,21,6,5,16,21
6974,MEM,68,3/15/2017,Away,CHI,W,98,91,36,85,0.424,11,31,0.355,15,18,0.833,14,52,26,2,3,11,19,34,91,0.374,11,28,0.393,12,15,0.8,14,45,22,6,6,5,19
7074,MEM,69,3/16/2017,Away,ATL,W,103,91,39,92,0.424,10,28,0.357,15,18,0.833,16,48,29,7,5,11,25,29,71,0.408,8,27,0.296,25,34,0.735,8,38,19,6,9,17,17
71113,MEM,70,3/18/2017,Home,SAS,W,104,96,32,76,0.421,13,30,0.433,27,31,0.871,7,35,20,7,3,10,18,33,75,0.44,9,28,0.321,21,22,0.955,9,42,18,2,5,15,25
7280,MEM,71,3/21/2017,Away,NOP,L,82,95,32,79,0.405,9,35,0.257,9,13,0.692,4,41,17,7,3,15,20,35,88,0.398,9,29,0.31,16,19,0.842,12,51,16,8,3,12,17
7374,MEM,72,3/23/2017,Away,SAS,L,90,97,34,78,0.436,10,29,0.345,12,15,0.8,10,42,18,4,4,13,18,37,77,0.481,8,26,0.308,15,23,0.652,6,35,26,6,5,6,19
7474,MEM,73,3/26/2017,Away,GSW,L,94,106,38,85,0.447,8,29,0.276,10,15,0.667,13,37,21,11,0,13,13,39,71,0.549,17,31,0.548,11,15,0.733,7,37,30,9,4,18,15
7574,MEM,74,3/27/2017,Away,SAC,L,90,91,31,90,0.344,5,26,0.192,23,29,0.793,19,45,15,4,2,7,18,31,67,0.463,6,25,0.24,23,30,0.767,8,36,16,4,6,11,23
7674,MEM,75,3/29/2017,Home,IND,W,110,97,41,88,0.466,12,32,0.375,16,18,0.889,9,43,22,8,3,8,19,37,85,0.435,10,25,0.4,13,15,0.867,12,43,19,5,7,12,18
7774,MEM,76,3/31/2017,Home,DAL,W,99,90,35,75,0.467,11,27,0.407,18,20,0.9,8,47,23,4,4,13,22,29,76,0.382,12,34,0.353,20,25,0.8,6,38,15,7,4,8,21
7874,MEM,77,4/2/2017,Away,LAL,L,103,108,40,80,0.5,13,30,0.433,10,14,0.714,5,33,29,8,5,14,19,40,85,0.471,7,19,0.368,21,27,0.778,17,51,14,11,2,13,12
7974,MEM,78,4/4/2017,Away,SAS,L,89,95,35,89,0.393,8,25,0.32,11,18,0.611,12,50,26,9,2,15,20,35,80,0.438,11,21,0.524,14,18,0.778,8,46,22,8,6,15,20
8074,MEM,79,4/5/2017,Home,OKC,L,100,103,37,78,0.474,9,26,0.346,17,21,0.81,7,38,21,7,5,13,18,37,85,0.435,14,31,0.452,15,24,0.625,12,44,19,8,3,12,20
8175,MEM,80,4/7/2017,Home,NYK,W,101,88,38,75,0.507,15,27,0.556,10,12,0.833,7,38,20,3,9,12,14,38,88,0.432,6,28,0.214,6,13,0.462,15,41,20,8,4,6,16
8274,MEM,81,4/9/2017,Home,DET,L,90,103,36,75,0.48,9,21,0.429,9,13,0.692,6,30,23,12,3,15,16,39,82,0.476,14,28,0.5,11,16,0.688,15,46,21,8,2,18,12
1281,MEM,82,4/12/2017,Home,DAL,L,93,100,33,84,0.393,8,25,0.32,19,22,0.864,16,48,18,4,5,14,23,33,75,0.44,9,34,0.265,25,31,0.806,8,37,21,9,5,12,19
2281,MIA,1,10/26/2016,Away,ORL,W,108,96,47,97,0.485,4,16,0.25,10,16,0.625,16,52,27,5,7,10,22,34,89,0.382,6,18,0.333,22,28,0.786,15,45,20,5,4,11,15
3281,MIA,2,10/28/2016,Home,CHO,L,91,97,32,86,0.372,14,34,0.412,13,20,0.65,11,52,19,2,4,19,23,35,92,0.38,7,22,0.318,20,24,0.833,13,49,20,10,9,8,20
4281,MIA,3,10/30/2016,Home,SAS,L,99,106,37,80,0.463,7,20,0.35,18,26,0.692,6,36,19,7,6,12,24,37,82,0.451,10,18,0.556,22,26,0.846,14,44,20,4,5,15,26
5281,MIA,4,11/1/2016,Home,SAC,W,108,96,37,86,0.43,13,29,0.448,21,29,0.724,6,45,24,10,9,15,21,34,89,0.382,5,23,0.217,23,27,0.852,9,53,12,4,4,15,23
6281,MIA,5,11/4/2016,Away,TOR,L,87,96,34,88,0.386,9,28,0.321,10,15,0.667,12,43,19,10,5,13,22,37,84,0.44,6,25,0.24,16,18,0.889,13,50,14,7,5,15,16
7281,MIA,6,11/7/2016,Away,OKC,L,85,97,31,84,0.369,4,17,0.235,19,22,0.864,12,41,12,8,7,12,16,37,85,0.435,9,28,0.321,14,17,0.824,10,47,24,8,5,16,18
894,MIA,7,11/10/2016,Home,CHI,L,95,98,36,88,0.409,13,29,0.448,10,15,0.667,14,46,22,8,5,13,19,37,89,0.416,6,16,0.375,18,20,0.9,12,48,18,7,2,10,12
975,MIA,8,11/12/2016,Home,UTA,L,91,102,38,81,0.469,5,17,0.294,10,19,0.526,4,39,21,5,4,8,17,40,81,0.494,6,20,0.3,16,19,0.842,6,45,12,5,4,9,19
1075,MIA,9,11/14/2016,Away,SAS,L,90,94,37,84,0.44,4,15,0.267,12,21,0.571,10,41,22,14,8,13,23,33,82,0.402,8,15,0.533,20,27,0.741,14,52,24,4,7,17,15
11114,MIA,10,11/15/2016,Home,ATL,L,90,93,36,89,0.404,7,23,0.304,11,14,0.786,17,48,13,11,7,23,23,37,80,0.463,6,17,0.353,13,19,0.684,6,35,18,14,4,19,13
1282,MIA,11,11/17/2016,Home,MIL,W,96,73,39,97,0.402,7,30,0.233,11,21,0.524,17,59,19,5,8,7,18,28,85,0.329,7,23,0.304,10,13,0.769,12,48,20,4,8,13,20
1375,MIA,12,11/19/2016,Away,WAS,W,114,111,43,85,0.506,13,27,0.481,15,26,0.577,17,47,21,6,7,16,21,42,89,0.472,11,27,0.407,16,22,0.727,13,40,22,9,2,11,22
1475,MIA,13,11/21/2016,Away,PHI,L,94,101,34,88,0.386,7,31,0.226,19,28,0.679,21,50,17,7,6,13,22,37,78,0.474,11,26,0.423,16,20,0.8,7,40,21,8,5,14,25
1575,MIA,14,11/23/2016,Away,DET,L,84,107,27,75,0.36,7,26,0.269,23,30,0.767,7,37,19,5,4,14,22,40,81,0.494,6,19,0.316,21,25,0.84,10,49,22,8,7,13,19
1675,MIA,15,11/25/2016,Away,MEM,W,90,81,33,85,0.388,12,31,0.387,12,18,0.667,10,44,17,8,8,8,21,29,82,0.354,4,19,0.211,19,23,0.826,16,51,14,3,14,17,16
1775,MIA,16,11/26/2016,Home,MEM,L,107,110,40,81,0.494,11,31,0.355,16,24,0.667,8,39,18,3,6,9,21,37,73,0.507,9,25,0.36,27,33,0.818,2,34,23,5,5,6,19
1875,MIA,17,11/28/2016,Home,BOS,L,104,112,38,80,0.475,6,30,0.2,22,32,0.688,7,41,24,6,2,13,25,40,83,0.482,11,27,0.407,21,26,0.808,6,40,26,4,3,9,27
1975,MIA,18,11/30/2016,Away,DEN,W,106,98,41,93,0.441,9,24,0.375,15,26,0.577,11,48,26,14,7,6,25,38,91,0.418,7,22,0.318,15,24,0.625,14,55,28,3,7,19,21
2075,MIA,19,12/1/2016,Away,UTA,W,111,110,44,86,0.512,8,19,0.421,15,19,0.789,13,40,16,7,2,6,15,40,73,0.548,17,30,0.567,13,17,0.765,5,31,24,5,8,11,14
21114,MIA,20,12/3/2016,Away,POR,L,92,99,38,86,0.442,6,22,0.273,10,15,0.667,8,46,23,6,6,13,14,36,89,0.404,9,24,0.375,18,24,0.75,12,47,19,6,9,8,17
2282,MIA,21,12/6/2016,Home,NYK,L,103,114,38,89,0.427,11,25,0.44,16,27,0.593,16,46,21,8,4,10,16,48,98,0.49,7,25,0.28,11,16,0.688,18,53,22,6,6,10,18
2375,MIA,22,12/7/2016,Away,ATL,L,95,103,34,80,0.425,11,27,0.407,16,20,0.8,8,33,20,6,6,16,16,43,88,0.489,4,19,0.211,13,15,0.867,14,47,27,9,9,14,20
2475,MIA,23,12/9/2016,Away,CLE,L,84,114,31,90,0.344,6,27,0.222,16,21,0.762,23,46,18,6,3,13,18,46,83,0.554,9,24,0.375,13,19,0.684,11,47,23,7,9,11,16
2575,MIA,24,12/10/2016,Away,CHI,L,100,105,42,91,0.462,5,20,0.25,11,18,0.611,14,43,25,5,5,12,22,38,84,0.452,1,8,0.125,28,31,0.903,12,47,17,8,6,11,15
2675,MIA,25,12/12/2016,Home,WAS,W,112,101,45,88,0.511,9,26,0.346,13,19,0.684,11,47,25,6,3,11,18,39,84,0.464,5,23,0.217,18,22,0.818,10,37,17,8,1,14,22
2775,MIA,26,12/14/2016,Home,IND,W,95,89,37,82,0.451,7,25,0.28,14,25,0.56,14,58,23,4,6,15,16,33,89,0.371,9,27,0.333,14,17,0.824,6,38,14,8,5,8,21
2875,MIA,27,12/16/2016,Home,LAC,L,98,102,38,93,0.409,6,27,0.222,16,25,0.64,10,47,20,5,5,4,23,36,83,0.434,7,25,0.28,23,29,0.793,7,50,17,1,3,10,20
2975,MIA,28,12/18/2016,Home,BOS,L,95,105,36,69,0.522,9,24,0.375,14,25,0.56,6,41,23,7,5,23,20,41,90,0.456,9,28,0.321,14,19,0.737,11,37,21,13,2,11,16
3075,MIA,29,12/20/2016,Home,ORL,L,130,136,50,108,0.463,12,30,0.4,18,26,0.692,9,48,22,4,6,10,30,52,105,0.495,11,22,0.5,21,31,0.677,6,47,24,3,5,11,25
31114,MIA,30,12/22/2016,Home,LAL,W,115,107,45,84,0.536,11,22,0.5,14,21,0.667,10,47,25,7,6,12,15,40,90,0.444,14,38,0.368,13,15,0.867,9,40,18,7,2,13,14
3282,MIA,31,12/23/2016,Away,NOP,L,87,91,36,87,0.414,8,20,0.4,7,13,0.538,11,59,19,4,4,14,20,33,89,0.371,11,28,0.393,14,21,0.667,11,51,17,9,7,9,20
3375,MIA,32,12/27/2016,Home,OKC,L,94,106,36,82,0.439,7,22,0.318,15,21,0.714,9,32,14,10,4,12,23,42,82,0.512,5,19,0.263,17,25,0.68,14,46,21,3,4,17,21
3475,MIA,33,12/29/2016,Away,CHO,L,82,91,33,82,0.402,10,28,0.357,6,13,0.462,4,46,26,6,10,16,19,36,93,0.387,5,26,0.192,14,18,0.778,11,54,18,9,8,8,11
3575,MIA,34,12/30/2016,Away,BOS,L,114,117,48,90,0.533,11,28,0.393,7,10,0.7,9,39,35,7,8,12,20,38,74,0.514,17,32,0.531,24,29,0.828,5,30,28,6,2,13,11
3675,MIA,35,1/1/2017,Home,DET,L,98,107,35,77,0.455,14,26,0.538,14,18,0.778,3,34,25,6,4,10,22,42,86,0.488,9,22,0.409,14,22,0.636,10,48,16,7,5,12,18
3775,MIA,36,1/3/2017,Away,PHO,L,90,99,36,91,0.396,6,23,0.261,12,16,0.75,15,43,18,8,4,12,23,36,77,0.468,9,23,0.391,18,22,0.818,13,49,21,7,7,18,23
3875,MIA,37,1/4/2017,Away,SAC,W,107,102,35,72,0.486,12,28,0.429,25,29,0.862,7,39,24,8,9,18,20,40,78,0.513,8,20,0.4,14,17,0.824,4,26,26,8,3,16,28
3975,MIA,38,1/6/2017,Away,LAL,L,100,127,38,92,0.413,8,32,0.25,16,27,0.593,11,41,17,5,7,10,23,48,96,0.5,10,28,0.357,21,29,0.724,18,62,22,6,2,11,22
4075,MIA,39,1/8/2017,Away,LAC,L,86,98,31,84,0.369,7,27,0.259,17,21,0.81,11,50,14,6,5,15,21,36,86,0.419,9,30,0.3,17,25,0.68,9,51,27,8,3,11,20
41114,MIA,40,1/10/2017,Away,GSW,L,95,107,38,90,0.422,6,30,0.2,13,17,0.765,6,46,25,6,4,11,22,39,86,0.453,11,27,0.407,18,22,0.818,5,48,28,6,7,11,16
4282,MIA,41,1/13/2017,Away,MIL,L,108,116,41,83,0.494,12,32,0.375,14,18,0.778,4,27,33,6,8,8,21,40,80,0.5,9,15,0.6,27,31,0.871,13,46,28,8,6,11,18
4375,MIA,42,1/17/2017,Home,HOU,W,109,103,42,90,0.467,9,29,0.31,16,24,0.667,11,52,21,11,1,15,24,36,90,0.4,9,39,0.231,22,28,0.786,11,49,21,8,3,17,16
4475,MIA,43,1/19/2017,Home,DAL,W,99,95,35,73,0.479,9,20,0.45,20,29,0.69,6,40,16,4,1,13,15,37,82,0.451,14,36,0.389,7,11,0.636,5,33,17,4,3,9,20
4575,MIA,44,1/21/2017,Home,MIL,W,109,97,41,77,0.532,13,30,0.433,14,22,0.636,5,39,18,8,3,11,24,33,79,0.418,6,18,0.333,25,32,0.781,12,41,17,6,2,11,18
4675,MIA,45,1/23/2017,Home,GSW,W,105,102,38,86,0.442,13,30,0.433,16,27,0.593,11,45,20,9,4,13,19,41,88,0.466,8,30,0.267,12,20,0.6,7,43,27,9,4,14,20
4775,MIA,46,1/25/2017,Away,BRK,W,109,106,40,83,0.482,11,23,0.478,18,25,0.72,6,40,23,7,6,10,25,35,80,0.438,13,35,0.371,23,26,0.885,4,33,20,3,4,15,25
4875,MIA,47,1/27/2017,Away,CHI,W,100,88,41,89,0.461,9,24,0.375,9,11,0.818,7,40,25,14,2,10,17,33,78,0.423,3,13,0.231,19,25,0.76,9,43,19,7,9,21,12
4975,MIA,48,1/28/2017,Home,DET,W,116,103,42,80,0.525,14,28,0.5,18,23,0.783,9,38,18,6,6,11,19,46,89,0.517,4,12,0.333,7,12,0.583,13,42,11,6,3,12,16
5075,MIA,49,1/30/2017,Home,BRK,W,104,96,39,82,0.476,11,26,0.423,15,23,0.652,5,34,22,9,8,11,18,37,87,0.425,4,26,0.154,18,22,0.818,15,53,16,7,4,16,23
51114,MIA,50,2/1/2017,Home,ATL,W,116,93,45,93,0.484,12,32,0.375,14,19,0.737,10,47,23,10,11,12,18,34,86,0.395,7,26,0.269,18,21,0.857,9,43,13,10,6,15,14
5282,MIA,51,2/4/2017,Home,PHI,W,125,102,48,82,0.585,12,22,0.545,17,23,0.739,10,49,28,6,5,21,24,35,84,0.417,6,23,0.261,26,31,0.839,6,33,20,10,1,15,21
5375,MIA,52,2/6/2017,Away,MIN,W,115,113,45,86,0.523,15,28,0.536,10,14,0.714,13,38,27,5,5,17,21,43,80,0.538,5,11,0.455,22,28,0.786,8,34,25,13,1,10,15
5475,MIA,53,2/8/2017,Away,MIL,W,106,88,41,86,0.477,11,33,0.333,13,18,0.722,14,48,23,5,5,15,21,33,71,0.465,6,15,0.4,16,28,0.571,5,33,18,10,4,12,18
5575,MIA,54,2/10/2017,Away,BRK,W,108,99,41,92,0.446,7,23,0.304,19,21,0.905,13,46,16,11,7,14,21,35,81,0.432,8,20,0.4,21,28,0.75,15,48,19,4,6,22,18
5675,MIA,55,2/11/2017,Away,PHI,L,109,117,39,85,0.459,7,24,0.292,24,28,0.857,11,49,15,4,4,19,27,39,86,0.453,9,25,0.36,30,38,0.789,11,38,27,15,8,10,21
